mix.id,perc.hit,hits,miss,tax.cat,tax.id,taxonomy
 P-pratensis-G3_S18_L001_R2_001,99.43,903793,80012,-,58024,Spermatophyta
 P-pratensis-G3_S18_L001_R2_001,78.92,717341,460,-,3398,Magnoliophyta
 P-pratensis-G3_S18_L001_R2_001,78.85,716738,76782,-,1437183,Mesangiospermae
 P-pratensis-G3_S18_L001_R2_001,35.9,326337,248,C,4447,Liliopsida
 P-pratensis-G3_S18_L001_R2_001,35.84,325793,443,-,1437197,Petrosaviidae
 P-pratensis-G3_S18_L001_R2_001,35.72,324719,2435,-,4734,commelinids
 P-pratensis-G3_S18_L001_R2_001,35.11,319128,0,O,38820,Poales
 P-pratensis-G3_S18_L001_R2_001,35.11,319128,9066,F,4479,Poaceae
 P-pratensis-G3_S18_L001_R2_001,32.99,299834,7700,-,359160,BOP clade
 P-pratensis-G3_S18_L001_R2_001,30.79,279913,10035,-,147368,Pooideae
 P-pratensis-G3_S18_L001_R2_001,19.62,178314,0,-,1648038,Triticodae
 P-pratensis-G3_S18_L001_R2_001,19.62,178314,28743,-,147389,Triticeae
 P-pratensis-G3_S18_L001_R2_001,9.8,89068,0,-,1648017,Hordeinae
 P-pratensis-G3_S18_L001_R2_001,9.8,89068,9556,G,4512,Hordeum
 P-pratensis-G3_S18_L001_R2_001,4.91,44672,44672,S,112521,Hordeum pubiflorum
 P-pratensis-G3_S18_L001_R2_001,3.83,34840,0,S,4513,Hordeum vulgare
 P-pratensis-G3_S18_L001_R2_001,3.83,34840,34840,-,112509,Hordeum vulgare subsp. vulgare
 P-pratensis-G3_S18_L001_R2_001,6.66,60503,10271,-,1648030,Triticinae
 P-pratensis-G3_S18_L001_R2_001,2.95,26818,0,G,4480,Aegilops
 P-pratensis-G3_S18_L001_R2_001,2.95,26818,26818,S,37682,Aegilops tauschii
 P-pratensis-G3_S18_L001_R2_001,2.58,23414,243,G,4564,Triticum
 P-pratensis-G3_S18_L001_R2_001,2.5,22767,22767,S,4572,Triticum urartu
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,0,-,1648037,Poodae
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,0,-,147387,Poeae
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,0,-,1652081,Poeae Chloroplast Group 2 (Poeae type)
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,0,-,640628,Poinae
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,0,G,4544,Poa
 P-pratensis-G3_S18_L001_R2_001,9.27,84280,84280,S,4545,Poa pratensis
 P-pratensis-G3_S18_L001_R2_001,1.34,12221,0,-,147367,Oryzoideae
 P-pratensis-G3_S18_L001_R2_001,1.34,12221,453,-,147380,Oryzeae
 P-pratensis-G3_S18_L001_R2_001,1.08,9822,338,-,1648021,Oryzinae
 P-pratensis-G3_S18_L001_R2_001,1.13,10228,419,-,147370,PACMAD clade
 P-pratensis-G3_S18_L001_R2_001,34.5,313619,1168,-,71240,eudicotyledons
 P-pratensis-G3_S18_L001_R2_001,34.31,311830,0,-,91827,Gunneridae
 P-pratensis-G3_S18_L001_R2_001,34.31,311830,82420,-,1437201,Pentapetalae
 P-pratensis-G3_S18_L001_R2_001,17.63,160220,34084,-,71275,rosids
 P-pratensis-G3_S18_L001_R2_001,9.71,88290,21915,-,91835,fabids
 P-pratensis-G3_S18_L001_R2_001,2.64,24036,0,O,72025,Fabales
 P-pratensis-G3_S18_L001_R2_001,2.64,24036,0,F,3803,Fabaceae
 P-pratensis-G3_S18_L001_R2_001,2.64,24036,2455,-,3814,Papilionoideae
 P-pratensis-G3_S18_L001_R2_001,2.15,19562,1141,O,3744,Rosales
 P-pratensis-G3_S18_L001_R2_001,1.17,10656,436,O,3646,Malpighiales
 P-pratensis-G3_S18_L001_R2_001,3.98,36195,3595,-,91836,malvids
 P-pratensis-G3_S18_L001_R2_001,1.73,15687,317,O,3699,Brassicales
 P-pratensis-G3_S18_L001_R2_001,1.52,13852,1295,F,3700,Brassicaceae
 P-pratensis-G3_S18_L001_R2_001,1.29,11684,196,O,41938,Malvales
 P-pratensis-G3_S18_L001_R2_001,1.01,9182,148,F,3629,Malvaceae
 P-pratensis-G3_S18_L001_R2_001,7.1,64500,3852,-,71274,asterids
 P-pratensis-G3_S18_L001_R2_001,5.89,53505,2587,-,91888,lamiids
 P-pratensis-G3_S18_L001_R2_001,4.99,45359,365,O,4069,Solanales
 P-pratensis-G3_S18_L001_R2_001,4.86,44195,2787,F,4070,Solanaceae
 P-pratensis-G3_S18_L001_R2_001,2.63,23924,1216,-,424551,Solanoideae
 P-pratensis-G3_S18_L001_R2_001,1.4,12761,0,-,424574,Solaneae
 P-pratensis-G3_S18_L001_R2_001,1.4,12761,1213,G,4107,Solanum
 P-pratensis-G3_S18_L001_R2_001,1.09,9947,0,-,424564,Capsiceae
 P-pratensis-G3_S18_L001_R2_001,1.09,9947,0,G,4071,Capsicum
 P-pratensis-G3_S18_L001_R2_001,1.09,9947,9947,S,4072,Capsicum annuum
 P-pratensis-G3_S18_L001_R2_001,1.92,17484,0,-,424554,Nicotianoideae
 P-pratensis-G3_S18_L001_R2_001,1.92,17484,0,-,424562,Nicotianeae
 P-pratensis-G3_S18_L001_R2_001,1.92,17484,7684,G,4085,Nicotiana
 P-pratensis-G3_S18_L001_R2_001,11.71,106440,0,-,1437180,Acrogymnospermae
 P-pratensis-G3_S18_L001_R2_001,11.71,106440,0,-,3313,Pinidae
 P-pratensis-G3_S18_L001_R2_001,11.71,106440,0,O,1446380,Pinales
 P-pratensis-G3_S18_L001_R2_001,11.71,106440,5954,F,3318,Pinaceae
 P-pratensis-G3_S18_L001_R2_001,9.1,82729,6335,G,3337,Pinus
 P-pratensis-G3_S18_L001_R2_001,5.03,45766,0,-,139272,Strobus
 P-pratensis-G3_S18_L001_R2_001,5.03,45766,45766,S,3343,Pinus lambertiana
 P-pratensis-G3_S18_L001_R2_001,3.37,30628,0,-,139271,Pinus
 P-pratensis-G3_S18_L001_R2_001,3.37,30628,30628,S,3352,Pinus taeda
 P-pratensis-G3_S18_L001_R2_001,1.95,17757,0,G,3328,Picea
 P-pratensis-G3_S18_L001_R2_001,1.95,17757,17757,S,3330,Picea glauca
 P-tremuloides-D2_S10_L001_R1_001,99.99,832043,0,-,1,root
 P-tremuloides-D2_S10_L001_R1_001,99.99,832043,0,-,131567,cellular organisms
 P-tremuloides-D2_S10_L001_R1_001,99.99,832043,257,D,2759,Eukaryota
 P-tremuloides-D2_S10_L001_R1_001,99.96,831784,2548,K,33090,Viridiplantae
 P-tremuloides-D2_S10_L001_R1_001,99.64,829136,41,P,35493,Streptophyta
 P-tremuloides-D2_S10_L001_R1_001,99.64,829093,0,-,131221,Streptophytina
 P-tremuloides-D2_S10_L001_R1_001,99.64,829093,15,-,3193,Embryophyta
 P-tremuloides-D2_S10_L001_R1_001,99.64,829078,190,-,58023,Tracheophyta
 P-tremuloides-D2_S10_L001_R1_001,99.61,828887,0,-,78536,Euphyllophyta
 P-tremuloides-D2_S10_L001_R1_001,99.61,828887,11680,-,58024,Spermatophyta
 P-tremuloides-D2_S10_L001_R1_001,97.06,807635,2558,-,3398,Magnoliophyta
 P-tremuloides-D2_S10_L001_R1_001,96.74,804942,10833,-,1437183,Mesangiospermae
 P-tremuloides-D2_S10_L001_R1_001,95.05,790886,1328,-,71240,eudicotyledons
 P-tremuloides-D2_S10_L001_R1_001,94.87,789397,0,-,91827,Gunneridae
 P-tremuloides-D2_S10_L001_R1_001,94.87,789397,33041,-,1437201,Pentapetalae
 P-tremuloides-D2_S10_L001_R1_001,89.32,743200,17346,-,71275,rosids
 P-tremuloides-D2_S10_L001_R1_001,86.23,717540,23116,-,91835,fabids
 P-tremuloides-D2_S10_L001_R1_001,81.7,679820,6209,O,3646,Malpighiales
 P-tremuloides-D2_S10_L001_R1_001,80.65,671108,0,F,3688,Salicaceae
 P-tremuloides-D2_S10_L001_R1_001,80.65,671108,0,-,238069,Saliceae
 P-tremuloides-D2_S10_L001_R1_001,80.65,671108,184156,G,3689,Populus
 P-tremuloides-D2_S10_L001_R1_001,27.91,232229,232229,S,3694,Populus trichocarpa
 P-tremuloides-D2_S10_L001_R1_001,26.13,217396,217396,S,75702,Populus euphratica
 P-tremuloides-D2_S10_L001_R1_001,3.04,25293,25293,S,3696,Populus deltoides
 P-tremuloides-D2_S10_L001_R1_001,1.45,12034,12034,S,3693,Populus tremuloides
 P-tremuloides-D2_S10_L001_R1_001,1.48,12289,597,-,71274,asterids
 P-tremuloides-D2_S10_L001_R1_001,1.22,10117,532,-,91888,lamiids
 P-tremuloides-D2_S10_L001_R1_001,1.15,9572,0,-,1437180,Acrogymnospermae
 P-tremuloides-D2_S10_L001_R1_001,1.15,9572,0,-,3313,Pinidae
 P-tremuloides-D2_S10_L001_R1_001,1.15,9572,0,O,1446380,Pinales
 P-tremuloides-D2_S10_L001_R1_001,1.15,9572,547,F,3318,Pinaceae
 P-tremuloides-D2_S10_L001_R2_001,99.99,832039,0,-,1,root
 P-tremuloides-D2_S10_L001_R2_001,99.99,832039,0,-,131567,cellular organisms
 P-tremuloides-D2_S10_L001_R2_001,99.99,832039,247,D,2759,Eukaryota
 P-tremuloides-D2_S10_L001_R2_001,99.96,831790,2179,K,33090,Viridiplantae
 P-tremuloides-D2_S10_L001_R2_001,99.69,829501,36,P,35493,Streptophyta
 P-tremuloides-D2_S10_L001_R2_001,99.68,829462,0,-,131221,Streptophytina
 P-tremuloides-D2_S10_L001_R2_001,99.68,829462,13,-,3193,Embryophyta
 P-tremuloides-D2_S10_L001_R2_001,99.68,829449,188,-,58023,Tracheophyta
 P-tremuloides-D2_S10_L001_R2_001,99.66,829260,0,-,78536,Euphyllophyta
 P-tremuloides-D2_S10_L001_R2_001,99.66,829260,12221,-,58024,Spermatophyta
 P-tremuloides-D2_S10_L001_R2_001,96.98,806925,2607,-,3398,Magnoliophyta
 P-tremuloides-D2_S10_L001_R2_001,96.65,804196,11029,-,1437183,Mesangiospermae
 P-tremuloides-D2_S10_L001_R2_001,94.9,789681,1275,-,71240,eudicotyledons
 P-tremuloides-D2_S10_L001_R2_001,94.73,788224,0,-,91827,Gunneridae
 P-tremuloides-D2_S10_L001_R2_001,94.73,788224,33736,-,1437201,Pentapetalae
 P-tremuloides-D2_S10_L001_R2_001,89.01,740687,17642,-,71275,rosids
 P-tremuloides-D2_S10_L001_R2_001,85.81,714043,22793,-,91835,fabids
 P-tremuloides-D2_S10_L001_R2_001,81.22,675852,6220,O,3646,Malpighiales
 P-tremuloides-D2_S10_L001_R2_001,80.16,667014,0,F,3688,Salicaceae
 P-tremuloides-D2_S10_L001_R2_001,80.16,667014,0,-,238069,Saliceae
 P-tremuloides-D2_S10_L001_R2_001,80.16,667014,184211,G,3689,Populus
 P-tremuloides-D2_S10_L001_R2_001,27.69,230405,230405,S,3694,Populus trichocarpa
 P-tremuloides-D2_S10_L001_R2_001,25.95,215910,215910,S,75702,Populus euphratica
 P-tremuloides-D2_S10_L001_R2_001,2.98,24769,24769,S,3696,Populus deltoides
 P-tremuloides-D2_S10_L001_R2_001,1.41,11719,11719,S,3693,Populus tremuloides
 P-tremuloides-D2_S10_L001_R2_001,1.01,8396,743,-,91836,malvids
 P-tremuloides-D2_S10_L001_R2_001,1.55,12894,633,-,71274,asterids
 P-tremuloides-D2_S10_L001_R2_001,1.29,10697,608,-,91888,lamiids
 P-tremuloides-D2_S10_L001_R2_001,1.01,8414,135,O,4069,Solanales
 P-tremuloides-D2_S10_L001_R2_001,1.22,10114,0,-,1437180,Acrogymnospermae
 P-tremuloides-D2_S10_L001_R2_001,1.22,10114,0,-,3313,Pinidae
 P-tremuloides-D2_S10_L001_R2_001,1.22,10114,0,O,1446380,Pinales
 P-tremuloides-D2_S10_L001_R2_001,1.22,10114,576,F,3318,Pinaceae
 Z-mays-D3_S15_L001_R1_001,99.99,805364,0,-,1,root
 Z-mays-D3_S15_L001_R1_001,99.99,805364,0,-,131567,cellular organisms
 Z-mays-D3_S15_L001_R1_001,99.99,805364,510,D,2759,Eukaryota
 Z-mays-D3_S15_L001_R1_001,99.92,804852,924,K,33090,Viridiplantae
 Z-mays-D3_S15_L001_R1_001,99.79,803811,16,P,35493,Streptophyta
 Z-mays-D3_S15_L001_R1_001,99.79,803788,0,-,131221,Streptophytina
 Z-mays-D3_S15_L001_R1_001,99.79,803788,29,-,3193,Embryophyta
 Z-mays-D3_S15_L001_R1_001,99.79,803759,35,-,58023,Tracheophyta
 Z-mays-D3_S15_L001_R1_001,99.78,803721,0,-,78536,Euphyllophyta
 Z-mays-D3_S15_L001_R1_001,99.78,803721,4532,-,58024,Spermatophyta
 Z-mays-D3_S15_L001_R1_001,98.61,794249,146,-,3398,Magnoliophyta
 Z-mays-D3_S15_L001_R1_001,98.59,794090,9005,-,1437183,Mesangiospermae
 Z-mays-D3_S15_L001_R1_001,95.28,767443,173,C,4447,Liliopsida
 Z-mays-D3_S15_L001_R1_001,95.26,767254,266,-,1437197,Petrosaviidae
 Z-mays-D3_S15_L001_R1_001,95.22,766951,811,-,4734,commelinids
 Z-mays-D3_S15_L001_R1_001,95.09,765946,0,O,38820,Poales
 Z-mays-D3_S15_L001_R1_001,95.09,765946,6350,F,4479,Poaceae
 Z-mays-D3_S15_L001_R1_001,93.73,754948,1559,-,147370,PACMAD clade
 Z-mays-D3_S15_L001_R1_001,93.49,753037,3000,-,147369,Panicoideae
 Z-mays-D3_S15_L001_R1_001,93.07,749629,0,-,1648033,Andropogonodae
 Z-mays-D3_S15_L001_R1_001,93.07,749629,4409,-,147429,Andropogoneae
 Z-mays-D3_S15_L001_R1_001,92.41,744324,0,-,1648029,Tripsacinae
 Z-mays-D3_S15_L001_R1_001,92.41,744324,0,G,4575,Zea
 Z-mays-D3_S15_L001_R1_001,92.41,744324,744324,S,4577,Zea mays
 Z-mays-D3_S15_L001_R1_001,2.19,17642,91,-,71240,eudicotyledons
 Z-mays-D3_S15_L001_R1_001,2.18,17521,0,-,91827,Gunneridae
 Z-mays-D3_S15_L001_R1_001,2.18,17521,4300,-,1437201,Pentapetalae
 Z-mays-D3_S15_L001_R1_001,1.13,9126,1709,-,71275,rosids
 Z-mays-D3_S15_L001_R2_001,99.99,805361,0,-,1,root
 Z-mays-D3_S15_L001_R2_001,99.99,805361,0,-,131567,cellular organisms
 Z-mays-D3_S15_L001_R2_001,99.99,805361,295,D,2759,Eukaryota
 Z-mays-D3_S15_L001_R2_001,99.95,805064,851,K,33090,Viridiplantae
 Z-mays-D3_S15_L001_R2_001,99.83,804094,13,P,35493,Streptophyta
 Z-mays-D3_S15_L001_R2_001,99.83,804078,0,-,131221,Streptophytina
 Z-mays-D3_S15_L001_R2_001,99.83,804078,33,-,3193,Embryophyta
 Z-mays-D3_S15_L001_R2_001,99.82,804044,32,-,58023,Tracheophyta
 Z-mays-D3_S15_L001_R2_001,99.82,804009,0,-,78536,Euphyllophyta
 Z-mays-D3_S15_L001_R2_001,99.82,804009,5845,-,58024,Spermatophyta
 Z-mays-D3_S15_L001_R2_001,98.27,791563,134,-,3398,Magnoliophyta
 Z-mays-D3_S15_L001_R2_001,98.26,791419,10662,-,1437183,Mesangiospermae
 Z-mays-D3_S15_L001_R2_001,94.09,757880,152,C,4447,Liliopsida
 Z-mays-D3_S15_L001_R2_001,94.07,757701,254,-,1437197,Petrosaviidae
 Z-mays-D3_S15_L001_R2_001,94.03,757389,837,-,4734,commelinids
 Z-mays-D3_S15_L001_R2_001,93.89,756277,0,O,38820,Poales
 Z-mays-D3_S15_L001_R2_001,93.89,756277,6569,F,4479,Poaceae
 Z-mays-D3_S15_L001_R2_001,92.33,743675,1513,-,147370,PACMAD clade
 Z-mays-D3_S15_L001_R2_001,92.09,741777,2863,-,147369,Panicoideae
 Z-mays-D3_S15_L001_R2_001,91.68,738425,0,-,1648033,Andropogonodae
 Z-mays-D3_S15_L001_R2_001,91.68,738425,4260,-,147429,Andropogoneae
 Z-mays-D3_S15_L001_R2_001,91.02,733164,0,-,1648029,Tripsacinae
 Z-mays-D3_S15_L001_R2_001,91.02,733164,0,G,4575,Zea
 Z-mays-D3_S15_L001_R2_001,91.02,733164,733164,S,4577,Zea mays
 Z-mays-D3_S15_L001_R2_001,2.84,22877,125,-,71240,eudicotyledons
 Z-mays-D3_S15_L001_R2_001,2.82,22717,0,-,91827,Gunneridae
 Z-mays-D3_S15_L001_R2_001,2.82,22717,5628,-,1437201,Pentapetalae
 Z-mays-D3_S15_L001_R2_001,1.46,11773,2232,-,71275,rosids
