mix.id,perc.hit,hits,miss,tax.cat,tax.id,taxonomy
 mix-9-A2_S7_L001_R1_001,99.98,647136,162,D,2759,Eukaryota
 mix-9-A2_S7_L001_R1_001,99.95,646964,2244,K,33090,Viridiplantae
 mix-9-A2_S7_L001_R1_001,99.54,644286,117,P,35493,Streptophyta
 mix-9-A2_S7_L001_R1_001,99.52,644155,0,-,131221,Streptophytina
 mix-9-A2_S7_L001_R1_001,99.52,644155,77,-,3193,Embryophyta
 mix-9-A2_S7_L001_R1_001,99.51,644065,143,-,58023,Tracheophyta
 mix-9-A2_S7_L001_R1_001,99.48,643889,0,-,78536,Euphyllophyta
 mix-9-A2_S7_L001_R1_001,99.48,643889,56763,-,58024,Spermatophyta
 mix-9-A2_S7_L001_R1_001,79.14,512271,389,-,3398,Magnoliophyta
 mix-9-A2_S7_L001_R1_001,79.07,511765,54109,-,1437183,Mesangiospermae
 mix-9-A2_S7_L001_R1_001,35.68,230966,145,C,4447,Liliopsida
 mix-9-A2_S7_L001_R1_001,35.63,230632,328,-,1437197,Petrosaviidae
 mix-9-A2_S7_L001_R1_001,35.51,229838,1648,-,4734,commelinids
 mix-9-A2_S7_L001_R1_001,34.91,225933,0,O,38820,Poales
 mix-9-A2_S7_L001_R1_001,34.91,225933,6436,F,4479,Poaceae
 mix-9-A2_S7_L001_R1_001,32.78,212192,5282,-,359160,BOP clade
 mix-9-A2_S7_L001_R1_001,30.65,198357,7465,-,147368,Pooideae
 mix-9-A2_S7_L001_R1_001,19.31,125002,0,-,1648038,Triticodae
 mix-9-A2_S7_L001_R1_001,19.31,125002,20334,-,147389,Triticeae
 mix-9-A2_S7_L001_R1_001,9.63,62321,0,-,1648017,Hordeinae
 mix-9-A2_S7_L001_R1_001,9.63,62321,6830,G,4512,Hordeum
 mix-9-A2_S7_L001_R1_001,4.85,31390,31390,S,112521,Hordeum pubiflorum
 mix-9-A2_S7_L001_R1_001,3.72,24101,0,S,4513,Hordeum vulgare
 mix-9-A2_S7_L001_R1_001,3.72,24101,24101,-,112509,Hordeum vulgare subsp. vulgare
 mix-9-A2_S7_L001_R1_001,6.54,42347,7178,-,1648030,Triticinae
 mix-9-A2_S7_L001_R1_001,2.91,18831,0,G,4480,Aegilops
 mix-9-A2_S7_L001_R1_001,2.91,18831,18831,S,37682,Aegilops tauschii
 mix-9-A2_S7_L001_R1_001,2.52,16338,160,G,4564,Triticum
 mix-9-A2_S7_L001_R1_001,2.46,15914,15914,S,4572,Triticum urartu
 mix-9-A2_S7_L001_R1_001,9.31,60273,0,-,1648037,Poodae
 mix-9-A2_S7_L001_R1_001,9.31,60273,0,-,147387,Poeae
 mix-9-A2_S7_L001_R1_001,9.31,60273,0,-,1652081,Poeae Chloroplast Group 2 (Poeae type)
 mix-9-A2_S7_L001_R1_001,9.31,60273,0,-,640628,Poinae
 mix-9-A2_S7_L001_R1_001,9.31,60273,0,G,4544,Poa
 mix-9-A2_S7_L001_R1_001,9.31,60273,60273,S,4545,Poa pratensis
 mix-9-A2_S7_L001_R1_001,1.32,8553,0,-,147367,Oryzoideae
 mix-9-A2_S7_L001_R1_001,1.32,8553,362,-,147380,Oryzeae
 mix-9-A2_S7_L001_R1_001,1.06,6866,265,-,1648021,Oryzinae
 mix-9-A2_S7_L001_R1_001,1.13,7305,303,-,147370,PACMAD clade
 mix-9-A2_S7_L001_R1_001,35.02,226690,811,-,71240,eudicotyledons
 mix-9-A2_S7_L001_R1_001,34.83,225428,0,-,91827,Gunneridae
 mix-9-A2_S7_L001_R1_001,34.83,225428,58757,-,1437201,Pentapetalae
 mix-9-A2_S7_L001_R1_001,18.1,117182,24487,-,71275,rosids
 mix-9-A2_S7_L001_R1_001,10.11,65409,15892,-,91835,fabids
 mix-9-A2_S7_L001_R1_001,2.66,17223,0,O,72025,Fabales
 mix-9-A2_S7_L001_R1_001,2.66,17223,0,F,3803,Fabaceae
 mix-9-A2_S7_L001_R1_001,2.66,17223,1752,-,3814,Papilionoideae
 mix-9-A2_S7_L001_R1_001,2.51,16219,894,O,3744,Rosales
 mix-9-A2_S7_L001_R1_001,1.15,7432,269,O,3646,Malpighiales
 mix-9-A2_S7_L001_R1_001,4.02,26044,2595,-,91836,malvids
 mix-9-A2_S7_L001_R1_001,1.72,11122,198,O,3699,Brassicales
 mix-9-A2_S7_L001_R1_001,1.53,9910,893,F,3700,Brassicaceae
 mix-9-A2_S7_L001_R1_001,1.33,8579,151,O,41938,Malvales
 mix-9-A2_S7_L001_R1_001,1.05,6792,125,F,3629,Malvaceae
 mix-9-A2_S7_L001_R1_001,7.11,46019,2572,-,71274,asterids
 mix-9-A2_S7_L001_R1_001,5.92,38327,1851,-,91888,lamiids
 mix-9-A2_S7_L001_R1_001,5.01,32436,279,O,4069,Solanales
 mix-9-A2_S7_L001_R1_001,4.88,31589,1999,F,4070,Solanaceae
 mix-9-A2_S7_L001_R1_001,2.67,17250,880,-,424551,Solanoideae
 mix-9-A2_S7_L001_R1_001,1.44,9330,0,-,424574,Solaneae
 mix-9-A2_S7_L001_R1_001,1.44,9330,835,G,4107,Solanum
 mix-9-A2_S7_L001_R1_001,1.09,7040,0,-,424564,Capsiceae
 mix-9-A2_S7_L001_R1_001,1.09,7040,0,G,4071,Capsicum
 mix-9-A2_S7_L001_R1_001,1.09,7040,7040,S,4072,Capsicum annuum
 mix-9-A2_S7_L001_R1_001,1.91,12340,0,-,424554,Nicotianoideae
 mix-9-A2_S7_L001_R1_001,1.91,12340,0,-,424562,Nicotianeae
 mix-9-A2_S7_L001_R1_001,1.91,12340,5488,G,4085,Nicotiana
 mix-9-A2_S7_L001_R1_001,11.56,74855,0,-,1437180,Acrogymnospermae
 mix-9-A2_S7_L001_R1_001,11.56,74855,0,-,3313,Pinidae
 mix-9-A2_S7_L001_R1_001,11.56,74855,0,O,1446380,Pinales
 mix-9-A2_S7_L001_R1_001,11.56,74855,4268,F,3318,Pinaceae
 mix-9-A2_S7_L001_R1_001,8.94,57849,4465,G,3337,Pinus
 mix-9-A2_S7_L001_R1_001,4.94,31956,0,-,139272,Strobus
 mix-9-A2_S7_L001_R1_001,4.94,31956,31956,S,3343,Pinus lambertiana
 mix-9-A2_S7_L001_R1_001,3.31,21428,0,-,139271,Pinus
 mix-9-A2_S7_L001_R1_001,3.31,21428,21428,S,3352,Pinus taeda
 mix-9-A2_S7_L001_R1_001,1.97,12738,0,G,3328,Picea
 mix-9-A2_S7_L001_R1_001,1.97,12738,12738,S,3330,Picea glauca
 mix-9-A2_S7_L001_R2_001,99.98,647136,0,-,1,root
 mix-9-A2_S7_L001_R2_001,99.98,647136,0,-,131567,cellular organisms
 mix-9-A2_S7_L001_R2_001,99.98,647136,150,D,2759,Eukaryota
 mix-9-A2_S7_L001_R2_001,99.95,646967,2475,K,33090,Viridiplantae
 mix-9-A2_S7_L001_R2_001,99.49,643964,98,P,35493,Streptophyta
 mix-9-A2_S7_L001_R2_001,99.47,643845,0,-,131221,Streptophytina
 mix-9-A2_S7_L001_R2_001,99.47,643845,80,-,3193,Embryophyta
 mix-9-A2_S7_L001_R2_001,99.46,643742,135,-,58023,Tracheophyta
 mix-9-A2_S7_L001_R2_001,99.43,643581,0,-,78536,Euphyllophyta
 mix-9-A2_S7_L001_R2_001,99.43,643581,56835,-,58024,Spermatophyta
 mix-9-A2_S7_L001_R2_001,78.96,511054,385,-,3398,Magnoliophyta
 mix-9-A2_S7_L001_R2_001,78.88,510557,54450,-,1437183,Mesangiospermae
 mix-9-A2_S7_L001_R2_001,35.38,228976,168,C,4447,Liliopsida
 mix-9-A2_S7_L001_R2_001,35.33,228647,340,-,1437197,Petrosaviidae
 mix-9-A2_S7_L001_R2_001,35.2,227863,1703,-,4734,commelinids
 mix-9-A2_S7_L001_R2_001,34.59,223870,0,O,38820,Poales
 mix-9-A2_S7_L001_R2_001,34.59,223870,6617,F,4479,Poaceae
 mix-9-A2_S7_L001_R2_001,32.43,209880,5368,-,359160,BOP clade
 mix-9-A2_S7_L001_R2_001,30.27,195896,7180,-,147368,Pooideae
 mix-9-A2_S7_L001_R2_001,19.23,124445,0,-,1648038,Triticodae
 mix-9-A2_S7_L001_R2_001,19.23,124445,20224,-,147389,Triticeae
 mix-9-A2_S7_L001_R2_001,9.56,61854,0,-,1648017,Hordeinae
 mix-9-A2_S7_L001_R2_001,9.56,61854,6672,G,4512,Hordeum
 mix-9-A2_S7_L001_R2_001,4.77,30900,30900,S,112521,Hordeum pubiflorum
 mix-9-A2_S7_L001_R2_001,3.75,24282,0,S,4513,Hordeum vulgare
 mix-9-A2_S7_L001_R2_001,3.75,24282,24282,-,112509,Hordeum vulgare subsp. vulgare
 mix-9-A2_S7_L001_R2_001,6.55,42367,7265,-,1648030,Triticinae
 mix-9-A2_S7_L001_R2_001,2.95,19070,0,G,4480,Aegilops
 mix-9-A2_S7_L001_R2_001,2.95,19070,19070,S,37682,Aegilops tauschii
 mix-9-A2_S7_L001_R2_001,2.48,16032,156,G,4564,Triticum
 mix-9-A2_S7_L001_R2_001,2.42,15632,15632,S,4572,Triticum urartu
 mix-9-A2_S7_L001_R2_001,9.08,58743,0,-,1648037,Poodae
 mix-9-A2_S7_L001_R2_001,9.08,58743,0,-,147387,Poeae
 mix-9-A2_S7_L001_R2_001,9.08,58743,0,-,1652081,Poeae Chloroplast Group 2 (Poeae type)
 mix-9-A2_S7_L001_R2_001,9.08,58743,0,-,640628,Poinae
 mix-9-A2_S7_L001_R2_001,9.08,58743,0,G,4544,Poa
 mix-9-A2_S7_L001_R2_001,9.08,58743,58743,S,4545,Poa pratensis
 mix-9-A2_S7_L001_R2_001,1.33,8616,0,-,147367,Oryzoideae
 mix-9-A2_S7_L001_R2_001,1.33,8616,335,-,147380,Oryzeae
 mix-9-A2_S7_L001_R2_001,1.08,6969,239,-,1648021,Oryzinae
 mix-9-A2_S7_L001_R2_001,1.14,7373,297,-,147370,PACMAD clade
 mix-9-A2_S7_L001_R2_001,35.09,227131,832,-,71240,eudicotyledons
 mix-9-A2_S7_L001_R2_001,34.89,225857,0,-,91827,Gunneridae
 mix-9-A2_S7_L001_R2_001,34.89,225857,59036,-,1437201,Pentapetalae
 mix-9-A2_S7_L001_R2_001,18.12,117264,24581,-,71275,rosids
 mix-9-A2_S7_L001_R2_001,10.1,65360,15966,-,91835,fabids
 mix-9-A2_S7_L001_R2_001,2.65,17162,0,O,72025,Fabales
 mix-9-A2_S7_L001_R2_001,2.65,17162,0,F,3803,Fabaceae
 mix-9-A2_S7_L001_R2_001,2.65,17162,1705,-,3814,Papilionoideae
 mix-9-A2_S7_L001_R2_001,2.48,16065,939,O,3744,Rosales
 mix-9-A2_S7_L001_R2_001,1.17,7587,296,O,3646,Malpighiales
 mix-9-A2_S7_L001_R2_001,4.02,26050,2595,-,91836,malvids
 mix-9-A2_S7_L001_R2_001,1.77,11451,216,O,3699,Brassicales
 mix-9-A2_S7_L001_R2_001,1.57,10145,896,F,3700,Brassicaceae
 mix-9-A2_S7_L001_R2_001,1.27,8245,133,O,41938,Malvales
 mix-9-A2_S7_L001_R2_001,1,6492,111,F,3629,Malvaceae
 mix-9-A2_S7_L001_R2_001,7.12,46087,2663,-,71274,asterids
 mix-9-A2_S7_L001_R2_001,5.9,38203,1838,-,91888,lamiids
 mix-9-A2_S7_L001_R2_001,4.99,32282,254,O,4069,Solanales
 mix-9-A2_S7_L001_R2_001,4.85,31417,1975,F,4070,Solanaceae
 mix-9-A2_S7_L001_R2_001,2.65,17141,906,-,424551,Solanoideae
 mix-9-A2_S7_L001_R2_001,1.41,9144,0,-,424574,Solaneae
 mix-9-A2_S7_L001_R2_001,1.41,9144,828,G,4107,Solanum
 mix-9-A2_S7_L001_R2_001,1.1,7091,0,-,424564,Capsiceae
 mix-9-A2_S7_L001_R2_001,1.1,7091,0,G,4071,Capsicum
 mix-9-A2_S7_L001_R2_001,1.1,7091,7091,S,4072,Capsicum annuum
 mix-9-A2_S7_L001_R2_001,1.9,12301,0,-,424554,Nicotianoideae
 mix-9-A2_S7_L001_R2_001,1.9,12301,0,-,424562,Nicotianeae
 mix-9-A2_S7_L001_R2_001,1.9,12301,5535,G,4085,Nicotiana
 mix-9-A2_S7_L001_R2_001,11.69,75692,0,-,1437180,Acrogymnospermae
 mix-9-A2_S7_L001_R2_001,11.69,75692,0,-,3313,Pinidae
 mix-9-A2_S7_L001_R2_001,11.69,75692,0,O,1446380,Pinales
 mix-9-A2_S7_L001_R2_001,11.69,75692,4384,F,3318,Pinaceae
 mix-9-A2_S7_L001_R2_001,9.06,58668,4450,G,3337,Pinus
 mix-9-A2_S7_L001_R2_001,5.04,32614,0,-,139272,Strobus
 mix-9-A2_S7_L001_R2_001,5.04,32614,32614,S,3343,Pinus lambertiana
 mix-9-A2_S7_L001_R2_001,3.34,21604,0,-,139271,Pinus
 mix-9-A2_S7_L001_R2_001,3.34,21604,21604,S,3352,Pinus taeda
 mix-9-A2_S7_L001_R2_001,1.95,12640,0,G,3328,Picea
 mix-9-A2_S7_L001_R2_001,1.95,12640,12640,S,3330,Picea glauca
 negative-control-2-H3_S19_L001_R1_001,99.88,6613,0,-,1,root
 negative-control-2-H3_S19_L001_R1_001,99.88,6613,0,-,131567,cellular organisms
 negative-control-2-H3_S19_L001_R1_001,99.88,6613,26,D,2759,Eukaryota
 negative-control-2-H3_S19_L001_R1_001,99.41,6582,486,K,33090,Viridiplantae
 negative-control-2-H3_S19_L001_R1_001,89.97,5957,23,P,35493,Streptophyta
 negative-control-2-H3_S19_L001_R1_001,89.59,5932,0,-,131221,Streptophytina
 negative-control-2-H3_S19_L001_R1_001,89.59,5932,5,-,3193,Embryophyta
 negative-control-2-H3_S19_L001_R1_001,89.5,5926,10,-,58023,Tracheophyta
 negative-control-2-H3_S19_L001_R1_001,89.31,5913,0,-,78536,Euphyllophyta
 negative-control-2-H3_S19_L001_R1_001,89.31,5913,609,-,58024,Spermatophyta
 negative-control-2-H3_S19_L001_R1_001,72.8,4820,9,-,3398,Magnoliophyta
 negative-control-2-H3_S19_L001_R1_001,72.66,4811,821,-,1437183,Mesangiospermae
 negative-control-2-H3_S19_L001_R1_001,40.19,2661,13,C,4447,Liliopsida
 negative-control-2-H3_S19_L001_R1_001,39.81,2636,7,-,1437197,Petrosaviidae
 negative-control-2-H3_S19_L001_R1_001,39.66,2626,64,-,4734,commelinids
 negative-control-2-H3_S19_L001_R1_001,37.44,2479,0,O,38820,Poales
 negative-control-2-H3_S19_L001_R1_001,37.44,2479,217,F,4479,Poaceae
 negative-control-2-H3_S19_L001_R1_001,28.35,1877,165,-,359160,BOP clade
 negative-control-2-H3_S19_L001_R1_001,20.72,1372,19,-,147368,Pooideae
 negative-control-2-H3_S19_L001_R1_001,19.51,1292,0,-,1648038,Triticodae
 negative-control-2-H3_S19_L001_R1_001,19.51,1292,94,-,147389,Triticeae
 negative-control-2-H3_S19_L001_R1_001,10.72,710,46,-,1648030,Triticinae
 negative-control-2-H3_S19_L001_R1_001,6.71,444,0,G,4480,Aegilops
 negative-control-2-H3_S19_L001_R1_001,6.71,444,444,S,37682,Aegilops tauschii
 negative-control-2-H3_S19_L001_R1_001,3.32,220,0,G,4564,Triticum
 negative-control-2-H3_S19_L001_R1_001,3.29,218,218,S,4572,Triticum urartu
 negative-control-2-H3_S19_L001_R1_001,7.37,488,0,-,1648017,Hordeinae
 negative-control-2-H3_S19_L001_R1_001,7.37,488,33,G,4512,Hordeum
 negative-control-2-H3_S19_L001_R1_001,3.67,243,0,S,4513,Hordeum vulgare
 negative-control-2-H3_S19_L001_R1_001,3.67,243,243,-,112509,Hordeum vulgare subsp. vulgare
 negative-control-2-H3_S19_L001_R1_001,3.2,212,212,S,112521,Hordeum pubiflorum
 negative-control-2-H3_S19_L001_R1_001,5.14,340,0,-,147367,Oryzoideae
 negative-control-2-H3_S19_L001_R1_001,5.14,340,15,-,147380,Oryzeae
 negative-control-2-H3_S19_L001_R1_001,4.4,291,9,-,1648021,Oryzinae
 negative-control-2-H3_S19_L001_R1_001,3.87,256,65,G,4527,Oryza
 negative-control-2-H3_S19_L001_R1_001,5.81,385,14,-,147370,PACMAD clade
 negative-control-2-H3_S19_L001_R1_001,4.27,283,5,-,147369,Panicoideae
 negative-control-2-H3_S19_L001_R1_001,3.47,230,0,-,1648033,Andropogonodae
 negative-control-2-H3_S19_L001_R1_001,3.47,230,1,-,147429,Andropogoneae
 negative-control-2-H3_S19_L001_R1_001,2.88,191,0,-,1648029,Tripsacinae
 negative-control-2-H3_S19_L001_R1_001,2.88,191,0,G,4575,Zea
 negative-control-2-H3_S19_L001_R1_001,2.88,191,191,S,4577,Zea mays
 negative-control-2-H3_S19_L001_R1_001,1.33,88,0,-,147371,Chloridoideae
 negative-control-2-H3_S19_L001_R1_001,20.07,1329,6,-,71240,eudicotyledons
 negative-control-2-H3_S19_L001_R1_001,19.86,1315,0,-,91827,Gunneridae
 negative-control-2-H3_S19_L001_R1_001,19.86,1315,193,-,1437201,Pentapetalae
 negative-control-2-H3_S19_L001_R1_001,11.86,785,58,-,71275,rosids
 negative-control-2-H3_S19_L001_R1_001,8.47,561,47,-,91835,fabids
 negative-control-2-H3_S19_L001_R1_001,3.05,202,1,O,3502,Fagales
 negative-control-2-H3_S19_L001_R1_001,2.73,181,0,F,3503,Fagaceae
 negative-control-2-H3_S19_L001_R1_001,2.73,181,0,G,21019,Castanea
 negative-control-2-H3_S19_L001_R1_001,2.73,181,181,S,60419,Castanea mollissima
 negative-control-2-H3_S19_L001_R1_001,2.7,179,3,O,3744,Rosales
 negative-control-2-H3_S19_L001_R1_001,1.56,103,0,F,3481,Cannabaceae
 negative-control-2-H3_S19_L001_R1_001,1.47,97,0,G,3484,Humulus
 negative-control-2-H3_S19_L001_R1_001,1.47,97,0,S,3486,Humulus lupulus
 negative-control-2-H3_S19_L001_R1_001,1.47,97,97,-,1571165,Humulus lupulus var. lupulus
 negative-control-2-H3_S19_L001_R1_001,1.06,70,0,O,72025,Fabales
 negative-control-2-H3_S19_L001_R1_001,1.06,70,0,F,3803,Fabaceae
 negative-control-2-H3_S19_L001_R1_001,1.06,70,5,-,3814,Papilionoideae
 negative-control-2-H3_S19_L001_R1_001,2.4,159,14,-,91836,malvids
 negative-control-2-H3_S19_L001_R1_001,1.15,76,2,O,3699,Brassicales
 negative-control-2-H3_S19_L001_R1_001,3.43,227,6,-,71274,asterids
 negative-control-2-H3_S19_L001_R1_001,2.9,192,7,-,91888,lamiids
 negative-control-2-H3_S19_L001_R1_001,2.31,153,1,O,4069,Solanales
 negative-control-2-H3_S19_L001_R1_001,2.21,146,2,F,4070,Solanaceae
 negative-control-2-H3_S19_L001_R1_001,1.12,74,1,-,424551,Solanoideae
 negative-control-2-H3_S19_L001_R1_001,1.06,70,0,-,424554,Nicotianoideae
 negative-control-2-H3_S19_L001_R1_001,1.06,70,0,-,424562,Nicotianeae
 negative-control-2-H3_S19_L001_R1_001,1.06,70,21,G,4085,Nicotiana
 negative-control-2-H3_S19_L001_R1_001,1.66,110,0,O,3524,Caryophyllales
 negative-control-2-H3_S19_L001_R1_001,1.53,101,0,F,3563,Amaranthaceae
 negative-control-2-H3_S19_L001_R1_001,1.28,85,0,-,1307796,Chenopodioideae
 negative-control-2-H3_S19_L001_R1_001,1.28,85,0,-,1307775,Anserineae
 negative-control-2-H3_S19_L001_R1_001,1.28,85,0,G,3561,Spinacia
 negative-control-2-H3_S19_L001_R1_001,1.28,85,85,S,3562,Spinacia oleracea
 negative-control-2-H3_S19_L001_R1_001,7.31,484,0,-,1437180,Acrogymnospermae
 negative-control-2-H3_S19_L001_R1_001,7.31,484,0,-,3313,Pinidae
 negative-control-2-H3_S19_L001_R1_001,7.31,484,0,O,1446380,Pinales
 negative-control-2-H3_S19_L001_R1_001,7.31,484,20,F,3318,Pinaceae
 negative-control-2-H3_S19_L001_R1_001,5.32,352,24,G,3337,Pinus
 negative-control-2-H3_S19_L001_R1_001,2.69,178,0,-,139272,Strobus
 negative-control-2-H3_S19_L001_R1_001,2.69,178,178,S,3343,Pinus lambertiana
 negative-control-2-H3_S19_L001_R1_001,2.27,150,0,-,139271,Pinus
 negative-control-2-H3_S19_L001_R1_001,2.27,150,150,S,3352,Pinus taeda
 negative-control-2-H3_S19_L001_R1_001,1.69,112,0,G,3328,Picea
 negative-control-2-H3_S19_L001_R1_001,1.69,112,112,S,3330,Picea glauca
 negative-control-2-H3_S19_L001_R1_001,2.1,139,11,P,3041,Chlorophyta
 negative-control-2-H3_S19_L001_R2_001,99.91,6615,0,-,1,root
 negative-control-2-H3_S19_L001_R2_001,99.91,6615,0,-,131567,cellular organisms
 negative-control-2-H3_S19_L001_R2_001,99.91,6615,28,D,2759,Eukaryota
 negative-control-2-H3_S19_L001_R2_001,99.43,6583,505,K,33090,Viridiplantae
 negative-control-2-H3_S19_L001_R2_001,89.02,5894,17,P,35493,Streptophyta
 negative-control-2-H3_S19_L001_R2_001,88.69,5872,0,-,131221,Streptophytina
 negative-control-2-H3_S19_L001_R2_001,88.69,5872,7,-,3193,Embryophyta
 negative-control-2-H3_S19_L001_R2_001,88.55,5863,21,-,58023,Tracheophyta
 negative-control-2-H3_S19_L001_R2_001,88.19,5839,0,-,78536,Euphyllophyta
 negative-control-2-H3_S19_L001_R2_001,88.19,5839,597,-,58024,Spermatophyta
 negative-control-2-H3_S19_L001_R2_001,72.33,4789,11,-,3398,Magnoliophyta
 negative-control-2-H3_S19_L001_R2_001,72.1,4774,825,-,1437183,Mesangiospermae
 negative-control-2-H3_S19_L001_R2_001,40.14,2658,8,C,4447,Liliopsida
 negative-control-2-H3_S19_L001_R2_001,39.95,2645,15,-,1437197,Petrosaviidae
 negative-control-2-H3_S19_L001_R2_001,39.57,2620,58,-,4734,commelinids
 negative-control-2-H3_S19_L001_R2_001,37.56,2487,0,O,38820,Poales
 negative-control-2-H3_S19_L001_R2_001,37.56,2487,225,F,4479,Poaceae
 negative-control-2-H3_S19_L001_R2_001,29.01,1921,184,-,359160,BOP clade
 negative-control-2-H3_S19_L001_R2_001,21.51,1424,19,-,147368,Pooideae
 negative-control-2-H3_S19_L001_R2_001,20.47,1355,0,-,1648038,Triticodae
 negative-control-2-H3_S19_L001_R2_001,20.47,1355,100,-,147389,Triticeae
 negative-control-2-H3_S19_L001_R2_001,11.42,756,44,-,1648030,Triticinae
 negative-control-2-H3_S19_L001_R2_001,7.17,475,0,G,4480,Aegilops
 negative-control-2-H3_S19_L001_R2_001,7.17,475,475,S,37682,Aegilops tauschii
 negative-control-2-H3_S19_L001_R2_001,3.58,237,1,G,4564,Triticum
 negative-control-2-H3_S19_L001_R2_001,3.53,234,234,S,4572,Triticum urartu
 negative-control-2-H3_S19_L001_R2_001,7.54,499,0,-,1648017,Hordeinae
 negative-control-2-H3_S19_L001_R2_001,7.54,499,29,G,4512,Hordeum
 negative-control-2-H3_S19_L001_R2_001,3.87,256,0,S,4513,Hordeum vulgare
 negative-control-2-H3_S19_L001_R2_001,3.87,256,256,-,112509,Hordeum vulgare subsp. vulgare
 negative-control-2-H3_S19_L001_R2_001,3.23,214,214,S,112521,Hordeum pubiflorum
 negative-control-2-H3_S19_L001_R2_001,4.73,313,0,-,147367,Oryzoideae
 negative-control-2-H3_S19_L001_R2_001,4.73,313,7,-,147380,Oryzeae
 negative-control-2-H3_S19_L001_R2_001,4.27,283,4,-,1648021,Oryzinae
 negative-control-2-H3_S19_L001_R2_001,3.73,247,66,G,4527,Oryza
 negative-control-2-H3_S19_L001_R2_001,5.15,341,14,-,147370,PACMAD clade
 negative-control-2-H3_S19_L001_R2_001,3.7,245,5,-,147369,Panicoideae
 negative-control-2-H3_S19_L001_R2_001,2.72,180,0,-,1648033,Andropogonodae
 negative-control-2-H3_S19_L001_R2_001,2.72,180,4,-,147429,Andropogoneae
 negative-control-2-H3_S19_L001_R2_001,2.16,143,0,-,1648029,Tripsacinae
 negative-control-2-H3_S19_L001_R2_001,2.16,143,0,G,4575,Zea
 negative-control-2-H3_S19_L001_R2_001,2.16,143,143,S,4577,Zea mays
 negative-control-2-H3_S19_L001_R2_001,1.24,82,1,-,147371,Chloridoideae
 negative-control-2-H3_S19_L001_R2_001,19.5,1291,7,-,71240,eudicotyledons
 negative-control-2-H3_S19_L001_R2_001,19.36,1282,0,-,91827,Gunneridae
 negative-control-2-H3_S19_L001_R2_001,19.36,1282,198,-,1437201,Pentapetalae
 negative-control-2-H3_S19_L001_R2_001,11.81,782,79,-,71275,rosids
 negative-control-2-H3_S19_L001_R2_001,8.07,534,41,-,91835,fabids
 negative-control-2-H3_S19_L001_R2_001,2.96,196,4,O,3744,Rosales
 negative-control-2-H3_S19_L001_R2_001,1.89,125,0,F,3481,Cannabaceae
 negative-control-2-H3_S19_L001_R2_001,1.84,122,0,G,3484,Humulus
 negative-control-2-H3_S19_L001_R2_001,1.84,122,0,S,3486,Humulus lupulus
 negative-control-2-H3_S19_L001_R2_001,1.84,122,122,-,1571165,Humulus lupulus var. lupulus
 negative-control-2-H3_S19_L001_R2_001,2.85,189,2,O,3502,Fagales
 negative-control-2-H3_S19_L001_R2_001,2.55,169,0,F,3503,Fagaceae
 negative-control-2-H3_S19_L001_R2_001,2.55,169,0,G,21019,Castanea
 negative-control-2-H3_S19_L001_R2_001,2.55,169,169,S,60419,Castanea mollissima
 negative-control-2-H3_S19_L001_R2_001,2.42,160,8,-,91836,malvids
 negative-control-2-H3_S19_L001_R2_001,1.01,67,1,O,3699,Brassicales
 negative-control-2-H3_S19_L001_R2_001,3.17,210,6,-,71274,asterids
 negative-control-2-H3_S19_L001_R2_001,2.72,180,9,-,91888,lamiids
 negative-control-2-H3_S19_L001_R2_001,2.17,144,0,O,4069,Solanales
 negative-control-2-H3_S19_L001_R2_001,2.04,135,5,F,4070,Solanaceae
 negative-control-2-H3_S19_L001_R2_001,1.12,74,0,-,424554,Nicotianoideae
 negative-control-2-H3_S19_L001_R2_001,1.12,74,0,-,424562,Nicotianeae
 negative-control-2-H3_S19_L001_R2_001,1.12,74,33,G,4085,Nicotiana
 negative-control-2-H3_S19_L001_R2_001,1.39,92,0,O,3524,Caryophyllales
 negative-control-2-H3_S19_L001_R2_001,1.18,78,0,F,3563,Amaranthaceae
 negative-control-2-H3_S19_L001_R2_001,1,66,0,-,1307796,Chenopodioideae
 negative-control-2-H3_S19_L001_R2_001,1,66,0,-,1307775,Anserineae
 negative-control-2-H3_S19_L001_R2_001,1,66,0,G,3561,Spinacia
 negative-control-2-H3_S19_L001_R2_001,1,66,66,S,3562,Spinacia oleracea
 negative-control-2-H3_S19_L001_R2_001,6.84,453,0,-,1437180,Acrogymnospermae
 negative-control-2-H3_S19_L001_R2_001,6.84,453,0,-,3313,Pinidae
 negative-control-2-H3_S19_L001_R2_001,6.84,453,0,O,1446380,Pinales
 negative-control-2-H3_S19_L001_R2_001,6.84,453,20,F,3318,Pinaceae
 negative-control-2-H3_S19_L001_R2_001,4.83,320,19,G,3337,Pinus
 negative-control-2-H3_S19_L001_R2_001,2.37,157,0,-,139272,Strobus
 negative-control-2-H3_S19_L001_R2_001,2.37,157,157,S,3343,Pinus lambertiana
 negative-control-2-H3_S19_L001_R2_001,2.17,144,0,-,139271,Pinus
 negative-control-2-H3_S19_L001_R2_001,2.17,144,144,S,3352,Pinus taeda
 negative-control-2-H3_S19_L001_R2_001,1.71,113,0,G,3328,Picea
 negative-control-2-H3_S19_L001_R2_001,1.71,113,113,S,3330,Picea glauca
 negative-control-2-H3_S19_L001_R2_001,2.78,184,13,P,3041,Chlorophyta
 negative-control-E3_S16_L001_R1_001,99.8,506,0,-,1,root
 negative-control-E3_S16_L001_R1_001,99.8,506,0,-,131567,cellular organisms
