"","mix.ID","sample","family","genus","species","question.1","question.2","question.3","spp.rich","pollen.grain.proportion","relatedness","sample.mix","quant.species.rbcL","qual.species.rbcL","quant.genus.rbcL","qual.genus.rbcL","quant.family.rbcL","qual.family.rbcL","quant.species.ITS","qual.species.ITS","quant.genus.ITS","qual.genus.ITS","quant.family.ITS","qual.family.ITS"
"126","mix20","S68","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.73,4,"mix20_S68",0,0,0,0,0,0,1,1,1,1,1,1
"127","mix20","S68","Poaceae","Zea","Zea mays",3,99,99,2,0.27,4,"mix20_S68",0,0,0,0,1,1,0,0,0,0,0,0
"128","mix20","S67","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.73,4,"mix20_S67",0,0,0,0,0,0,0.997378277153558,1,1,1,1,1
"129","mix20","S67","Poaceae","Zea","Zea mays",3,99,99,2,0.27,4,"mix20_S67",0,0,0,0,0.996443223305356,1,0,0,0,0,0,0
"130","mix20","S69","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.73,4,"mix20_S69",0,0,0,0,0,0,0.997391531171202,1,1,1,1,1
"131","mix20","S69","Poaceae","Zea","Zea mays",3,99,99,2,0.27,4,"mix20_S69",0,0,0,0,0.997004461440408,1,0,0,0,0,0,0
"132","mix21","S72","Poaceae","Poa","Poa pratensis",3,99,99,2,0.05,4,"mix21_S72",0.107146190461376,1,0.10910886200938,1,0.114323382616066,1,0.939074399531342,1,0.95210355987055,1,0.95375,1
"133","mix21","S72","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.95,4,"mix21_S72",0.892853809538624,1,0.885552949888916,1,0.879202373104812,1,0.0609256004686585,1,0.0336569579288026,1,0.0325,1
"134","mix21","S70","Poaceae","Poa","Poa pratensis",3,99,99,2,0.05,4,"mix21_S70",0.130080444022904,1,0.132550218947661,1,0.136172450052576,1,0.922318125770654,1,0.938497340425532,1,0.940667094291212,1
"135","mix21","S70","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.95,4,"mix21_S70",0.869919555977096,1,0.86063807604087,1,0.855625657202944,1,0.0776818742293465,1,0.0418882978723404,1,0.040410519563823,1
"136","mix21","S71","Poaceae","Poa","Poa pratensis",3,99,99,2,0.05,4,"mix21_S71",0.137798055510293,1,0.139584342863296,1,0.14106878179706,1,0.91220556745182,1,0.934568616097278,1,0.936158192090396,1
"137","mix21","S71","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.95,4,"mix21_S71",0.862201944489707,1,0.85468152694772,1,0.852061050354525,1,0.0877944325481799,1,0.047481181239143,1,0.0463276836158192,1
"138","mix22","S73","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.92,4,"mix22_S73",0.667146743478957,1,0.657294513348749,1,0.656477825030377,1,0.0232254697286013,1,0.0134991657818899,1,0.0130651790957134,1
"139","mix22","S73","Poaceae","Poa","Poa pratensis",3,99,99,2,0.08,4,"mix22_S73",0.332853256521043,1,0.334664704645785,1,0.336003948967193,1,0.976774530271399,1,0.976186864856666,1,0.976952436876101,1
"140","mix22","S74","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.92,4,"mix22_S74",0.686994443272139,1,0.678169698652965,1,0.672080816083985,1,0.0253470126735063,1,0.01417004048583,1,0.0136437466161343,1
"141","mix22","S74","Poaceae","Poa","Poa pratensis",3,99,99,2,0.08,4,"mix22_S74",0.313005556727861,1,0.31447021247049,1,0.322670100029712,1,0.974652987326494,1,0.966486729644624,1,0.9714131023281,1
"142","mix22","S75","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.92,4,"mix22_S75",0.579623503008493,1,0.549444301800976,1,0.5401527807889,1,0.0358801181933305,1,0.020101690906941,1,0.0194686211635364,1
"143","mix22","S75","Poaceae","Poa","Poa pratensis",3,99,99,2,0.08,4,"mix22_S75",0.414978621316772,1,0.403935737079558,1,0.422506472141099,1,0.96411988180667,1,0.960742580111151,1,0.961978928080623,1
"144","mix23","S76","Poaceae","Poa","Poa pratensis",3,99,99,2,0.73,2,"mix23_S76",0.683891498711926,1,0.674323335771763,1,0.662472092551248,1,0.989687995769434,1,0.964717025811035,1,0.969175462750497,1
"145","mix23","S76","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.27,2,"mix23_S76",0.316108501288074,1,0.305193855157279,1,0.323320478993302,1,0.00621364357482813,1,0.00370984292367195,1,0.00359492121768395,1
"146","mix23","S77","Poaceae","Poa","Poa pratensis",3,99,99,2,0.73,2,"mix23_S77",0.679078857022131,1,0.667924720762993,1,0.668729417725184,1,0.979918588873813,1,0.945249471293178,1,0.949595707700446,1
"147","mix23","S77","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.27,2,"mix23_S77",0.31732953044948,1,0.306421176110573,1,0.31306770889878,1,0.00827679782903664,1,0.004777943134644,1,0.00460968790145848,1
"148","mix23","S78","Poaceae","Poa","Poa pratensis",3,99,99,2,0.73,2,"mix23_S78",0.648828372387587,1,0.6371672424304,1,0.640651115471259,1,0.981318681318681,1,0.964030771363227,1,0.967490072019923,1
"149","mix23","S78","Moraceae","Broussonetia","Broussonetia papyrifera",3,99,99,2,0.27,2,"mix23_S78",0.351171627612413,1,0.338041048567364,1,0.34161761499891,1,0.00891330891330891,1,0.0050592556656733,1,0.0049135087837383,1
"150","mix24","S80","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.08,2,"mix24_S80",0,0,0,0,1,1,0.41627408993576,1,0.0961376786509075,1,1,1
"151","mix24","S80","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.92,2,"mix24_S80",0,0,0,0,1,1,0,0,0.903862321349093,1,1,1
"152","mix24","S81","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.08,2,"mix24_S81",0,0,0,0,0.990629405423335,1,0.496019108280255,1,0.125094121781035,1,1,1
"153","mix24","S81","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.92,2,"mix24_S81",0,0,0.146974063400576,1,0.990629405423335,1,0,0,0.874905878218965,1,1,1
"154","mix24","S79","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.08,2,"mix24_S79",0,0,0.0429042904290429,1,0.993076274853668,1,NA,0,NA,0,NA,0
"155","mix24","S79","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.92,2,"mix24_S79",0,0,0.278877887788779,1,0.993076274853668,1,NA,0,NA,0,NA,0
"156","mix25","S82","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.23,2,"mix25_S82",0,0,0,0,0.993195463642428,1,0.773885803787555,1,0.342610394931762,1,1,1
"157","mix25","S82","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.77,2,"mix25_S82",0,0,0,0,0.993195463642428,1,0,0,0.657389605068238,1,1,1
"158","mix25","S83","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.23,2,"mix25_S83",0,0,0,0,0.994857142857143,1,0.784474627428787,1,0.347221642383,1,1,1
"159","mix25","S83","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.77,2,"mix25_S83",0,0,0,0,0.994857142857143,1,0,0,0.652778357617,1,1,1
"160","mix25","S84","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.23,2,"mix25_S84",0,0,0,0,1,1,0.802067946824225,1,0.358674112772473,1,1,1
"161","mix25","S84","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.77,2,"mix25_S84",0,0,0,0,1,1,0,0,0.641325887227527,1,1,1
"162","mix26","S85","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.61,2,"mix26_S85",0,0,0.494163424124514,1,0.989579396360888,1,0.949597055946336,1,0.726226421796739,1,1,1
"163","mix26","S85","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.39,2,"mix26_S85",0,0,0.12094682230869,1,0.989579396360888,1,0,0,0.273773578203261,1,1,1
"164","mix26","S86","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.61,2,"mix26_S86",0,0,0.511421319796954,1,0.992325184764071,1,0.956307774157079,1,0.755634171907757,1,1,1
"165","mix26","S86","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.39,2,"mix26_S86",0,0,0.11844331641286,1,0.992325184764071,1,0,0,0.244365828092243,1,1,1
"166","mix26","S87","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.61,2,"mix26_S87",0,0,0.472380410022779,1,0.983154881980724,1,0.942853065302045,1,0.71114005516396,1,1,1
"167","mix26","S87","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.39,2,"mix26_S87",0,0,0.104214123006834,1,0.983154881980724,1,0,0,0.288323628562672,1,1,1
"168","mix27","S89","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.88,2,"mix27_S89",0,0,0.583259359824552,1,0.956901390067219,1,0.975007650719168,1,0.857245080500894,1,1,1
"169","mix27","S89","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.12,2,"mix27_S89",0,0,0.0448540546185578,1,0.956901390067219,1,0,0,0.142754919499106,1,1,1
"170","mix27","S88","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.88,2,"mix27_S88",0,0,0.633788869082987,1,0.967031342400946,1,0.975594801572512,1,0.870946364821822,1,0.999185775497949,1
"171","mix27","S88","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.12,2,"mix27_S88",0,0,0.0431768667062785,1,0.967031342400946,1,0,0,0.127012120823446,1,0.999185775497949,1
"172","mix27","S90","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.88,2,"mix27_S90",0,0,0.592760844079719,1,0.959794557577942,1,0.976192430834907,1,0.867090677812102,1,1,1
"173","mix27","S90","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.12,2,"mix27_S90",0,0,0.0439624853458382,1,0.959794557577942,1,0,0,0.132909322187897,1,1,1
"174","mix28","S93","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.94,2,"mix28_S93",0,0,0.772683397683398,1,0.974076184274784,1,0.989412799350561,1,0.943428956921199,1,1,1
"175","mix28","S93","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.06,2,"mix28_S93",0,0,0.027992277992278,1,0.974076184274784,1,0,0,0.0565710430788011,1,1,1
"176","mix28","S91","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.94,2,"mix28_S91",0,0,0.738887647978557,1,0.976239441792141,1,0.987694440833658,1,0.934578293559987,1,1,1
"177","mix28","S91","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.06,2,"mix28_S91",0,0,0.0247933884297521,1,0.976239441792141,1,0,0,0.0654217064400131,1,1,1
"178","mix28","S92","Asteraceae","Ambrosia","Ambrosia artemisiifolia",3,99,99,2,0.94,2,"mix28_S92",0,0,0.801207851031706,1,0.982955257551072,1,0.988174427198817,1,0.941551082087538,1,1,1
"179","mix28","S92","Asteraceae","Artemisia","Artemisia tridentata",3,99,99,2,0.06,2,"mix28_S92",0,0,0.0339708102667338,1,0.982955257551072,1,0,0,0.0584489179124615,1,1,1
"180","mix3","S17","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,7,0.07,4,"mix3_S17",0.13931201452638,1,0.035546060590461,1,0.0334483674011149,1,0.341619731986794,1,0.177029427666641,1,0.178946578631453,1
"181","mix3","S17","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,7,0.19,4,"mix3_S17",0,0,0,0,0.00546411821962658,1,0,0,0.51873020777014,1,0.514330732292917,1
"182","mix3","S17","Juglandaceae","Carya","Carya illinoinensis",1,99,99,7,0.14,4,"mix3_S17",0,0,0,0,0,0,0.00679743639541659,1,0.00270332895651502,1,0.00262605042016807,1
"183","mix3","S17","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,7,0.24,4,"mix3_S17",0.287299505699586,1,0.0733057064168233,1,0.0931333510308822,1,0.00563216158477374,1,0.00223990113539816,1,0.00217587034813926,1
"184","mix3","S17","Poaceae","Poa","Poa pratensis",1,99,99,7,0.14,4,"mix3_S17",0.278321396146474,1,0.0725592648837868,1,0.191664454473055,1,0.398135560302971,1,0.268633660307407,1,0.2687575030012,1
"185","mix3","S17","Poaceae","Zea","Zea mays",1,99,99,7,0.08,4,"mix3_S17",0,0,0,0,0.191664454473055,1,0,0,0,0,0.2687575030012,1
"186","mix3","S17","Salicaceae","Populus","Populus tremuloides",1,99,99,7,0.14,4,"mix3_S17",0.0090789871885403,1,0.777174332707009,1,0.672905052650208,1,0.0273839580501068,1,0.0274194794160809,1,0.0300120048019208,1
"187","mix3","S16","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,7,0.07,4,"mix3_S16",0.134804624056559,1,0.0342102794972801,1,0.0326012630224046,1,0.345614035087719,1,0.18555297054985,1,0.187105205837508,1
"188","mix3","S16","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,7,0.19,4,"mix3_S16",0,0,0,0,0.00528940911467761,1,0,0,0.50547579867219,1,0.502831627096493,1
"189","mix3","S16","Juglandaceae","Carya","Carya illinoinensis",1,99,99,7,0.14,4,"mix3_S16",0,0,0,0,0,0,0.00730994152046784,1,0.00283720138455428,1,0.00272271836201263,1
"190","mix3","S16","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,7,0.24,4,"mix3_S16",0.284035540269418,1,0.0697101857062465,1,0.0863601625035196,1,0.00657894736842105,1,0.00255348124609885,1,0.00245044652581137,1
"191","mix3","S16","Poaceae","Poa","Poa pratensis",1,99,99,7,0.14,4,"mix3_S16",0.288143689691411,1,0.071961170512099,1,0.193596395961546,1,0.399122807017544,1,0.275208534301765,1,0.274177739054672,1
"192","mix3","S16","Poaceae","Zea","Zea mays",1,99,99,7,0.08,4,"mix3_S16",0,0,0,0,0.193596395961546,1,0,0,0,0,0.274177739054672,1
"193","mix3","S16","Salicaceae","Populus","Populus tremuloides",1,99,99,7,0.14,4,"mix3_S16",0.00945829750644884,1,0.785687488276121,1,0.679216443425446,1,0.0211988304093567,1,0.0247403960733133,1,0.0272271836201263,1
"194","mix3","S18","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,7,0.07,4,"mix3_S18",0.106817353262851,1,0.0249715909090909,1,0.0241736924569126,1,0.358332420291443,1,0.190602106723308,1,0.191094697526072,1
"195","mix3","S18","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,7,0.19,4,"mix3_S18",0,0,0,0,0.00475018030789127,1,0,0,0.484784776106463,1,0.480621944310385,1
"196","mix3","S18","Juglandaceae","Carya","Carya illinoinensis",1,99,99,7,0.14,4,"mix3_S18",0,0,0,0,0,0,0.00755998685219678,1,0.00390133945988123,1,0.00495205321358877,1
"197","mix3","S18","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,7,0.24,4,"mix3_S18",0.309758172317414,1,0.0724147727272727,1,0.0909000472531025,1,0.00734085679850992,1,0.00290433048680047,1,0.00281175902805464,1
"198","mix3","S18","Poaceae","Poa","Poa pratensis",1,99,99,7,0.14,4,"mix3_S18",0.284724753919067,1,0.0682386363636364,1,0.174513168693576,1,0.393448011394763,1,0.281871775976419,1,0.284533227018067,1
"199","mix3","S18","Poaceae","Zea","Zea mays",1,99,99,7,0.08,4,"mix3_S18",0,0,0,0,0.174513168693576,1,0,0,0,0,0.284533227018067,1
"200","mix3","S18","Salicaceae","Populus","Populus tremuloides",1,99,99,7,0.14,4,"mix3_S18",0.0100862802284603,1,0.798039772727273,1,0.703598696809172,1,0.0294729922208831,1,0.0283930816246911,1,0.0305936168873408,1
"201","mix4","S21","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,9,0.03,4,"mix4_S21",0.103180473372781,1,0.0187290221526068,1,0.018505643710126,1,0.145338135254102,1,0.122608079376329,1,0.12333105935094,1
"202","mix4","S21","Asteraceae","Ambrosia","Ambrosia artemisiifolia",1,99,99,9,0.13,4,"mix4_S21",0,0,0,0,0.00286275151316866,1,0.569027611044418,1,0.359927103371469,1,0.66182633271611,1
"203","mix4","S21","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,9,0.23,4,"mix4_S21",0,0,0,0,0.00286275151316866,1,0,0,0.305406499949377,1,0.66182633271611,1
"204","mix4","S21","Juglandaceae","Carya","Carya illinoinensis",1,99,99,9,0.07,4,"mix4_S21",0,0,0,0,0,0,0.00336134453781513,1,0.00212615166548547,1,0.00204658415359127,1
"205","mix4","S21","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,9,0.16,4,"mix4_S21",0.29672090729783,1,0.0538599239203401,1,0.0709962375265827,1,0.00352140856342537,1,0.00222739698288954,1,0.00214404054185752,1
"206","mix4","S21","Poaceae","Poa","Poa pratensis",1,99,99,9,0.08,4,"mix4_S21",0.249876725838264,1,0.0453569031103155,1,0.117372812039915,1,0.153581432573029,1,0.1616887718943,1,0.160705584251048,1
"207","mix4","S21","Poaceae","Zea","Zea mays",1,99,99,9,0.05,4,"mix4_S21",0,0,0,0,0.117372812039915,1,0,0,0,0,0.160705584251048,1
"208","mix4","S21","Salicaceae","Populus","Populus deltoides",1,99,99,9,0.18,4,"mix4_S21",0.216222879684418,1,0.857574401432088,1,0.788606248977589,1,0.0158463385354142,1,0.0426242786271135,1,0.0466816099795342,1
"209","mix4","S21","Salicaceae","Populus","Populus tremuloides",1,99,99,9,0.18,4,"mix4_S21",0.00912228796844181,1,0.857574401432088,1,0.788606248977589,1,0.024249699879952,1,0.0426242786271135,1,0.0466816099795342,1
"210","mix4","S19","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,9,0.03,4,"mix4_S19",0.102375446710111,1,0.0190666353457051,1,0.0188242829691837,1,0.142102947646282,1,0.118590477936122,1,0.118849389894718,1
"211","mix4","S19","Asteraceae","Ambrosia","Ambrosia artemisiifolia",1,99,99,9,0.13,4,"mix4_S19",0,0,0,0,0.00288235712760658,1,0.565112186537616,1,0.353159510608074,1,0.65715166732743,1
"212","mix4","S19","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,9,0.23,4,"mix4_S19",0,0,0,0,0.00288235712760658,1,0,0,0.307382119781882,1,0.65715166732743,1
"213","mix4","S19","Juglandaceae","Carya","Carya illinoinensis",1,99,99,9,0.07,4,"mix4_S19",0,0,0,0,0,0,0.00271300777240065,1,0.00169545891948861,1,0.00162988414607286,1
"214","mix4","S19","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,9,0.16,4,"mix4_S19",0.323102795879756,1,0.0601753973846997,1,0.07711194932745,1,0.00381287578823874,1,0.0023828071300921,1,0.00229064798907537,1
"215","mix4","S19","Poaceae","Poa","Poa pratensis",1,99,99,9,0.08,4,"mix4_S19",0.256674374605844,1,0.0487236708166941,1,0.12347875596043,1,0.152735005132717,1,0.168033725885534,1,0.167437557816836,1
"216","mix4","S19","Poaceae","Zea","Zea mays",1,99,99,9,0.05,4,"mix4_S19",0,0,0,0,0.12347875596043,1,0,0,0,0,0.167437557816836,1
"217","mix4","S19","Salicaceae","Populus","Populus deltoides",1,99,99,9,0.18,4,"mix4_S19",0.185305865040992,1,0.84707540521494,1,0.775852252508718,1,0.0201642469570318,1,0.0462814461806351,1,0.0502621029910577,1
"218","mix4","S19","Salicaceae","Populus","Populus tremuloides",1,99,99,9,0.18,4,"mix4_S19",0.00945974353584192,1,0.84707540521494,1,0.775852252508718,1,0.026616805983282,1,0.0462814461806351,1,0.0502621029910577,1
"219","mix4","S20","Amaranthaceae","Bassia","Bassia scoparia",1,99,99,9,0.03,4,"mix4_S20",0.112164725006773,1,0.0219850246933248,1,0.0222677856189205,1,0.140387515953127,1,0.113244599607244,1,0.113302913302913,1
"220","mix4","S20","Asteraceae","Ambrosia","Ambrosia artemisiifolia",1,99,99,9,0.13,4,"mix4_S20",0,0,0,0,0.00343314896051879,1,0.559925745446107,1,0.351007345988799,1,0.665005265005265,1
"221","mix4","S20","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,9,0.23,4,"mix4_S20",0,0,0,0,0.00343314896051879,1,0,0,0.31595025092734,1,0.665005265005265,1
"222","mix4","S20","Juglandaceae","Carya","Carya illinoinensis",1,99,99,9,0.07,4,"mix4_S20",0,0,0,0,0,0,0.00382875043508528,1,0.00240017455814968,1,0.00231660231660232,1
"223","mix4","S20","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,9,0.16,4,"mix4_S20",0.26984557030615,1,0.0528915086824916,1,0.0748617203890902,1,0.00348068221371389,1,0.00218197687104517,1,0.00210600210600211,1
"224","mix4","S20","Poaceae","Poa","Poa pratensis",1,99,99,9,0.08,4,"mix4_S20",0.258195610945543,1,0.0506080399341511,1,0.13093648674423,1,0.164404223227753,1,0.169612335442578,1,0.168199368199368,1
"225","mix4","S20","Poaceae","Zea","Zea mays",1,99,99,9,0.05,4,"mix4_S20",0,0,0,0,0.13093648674423,1,0,0,0,0,0.168199368199368,1
"226","mix4","S20","Salicaceae","Populus","Populus deltoides",1,99,99,9,0.18,4,"mix4_S20",0.235166621511785,1,0.850087621475227,1,0.76850085828724,1,0.017867502030398,1,0.0429122117972216,1,0.0464724464724465,1
"227","mix4","S20","Salicaceae","Populus","Populus tremuloides",1,99,99,9,0.18,4,"mix4_S20",0,0,0.850087621475227,1,0.76850085828724,1,0.0230885253509688,1,0.0429122117972216,1,0.0464724464724465,1
"228","mix6","S25","Poaceae","Poa","Poa pratensis",1,99,99,2,0.49,4,"mix6_S25",0.679645457423235,1,0.655151733237376,1,0.976338729763387,1,0.98777826276735,1,0.959535852424874,1,0.963713613136591,1
"229","mix6","S25","Poaceae","Zea","Zea mays",1,99,99,2,0.51,4,"mix6_S25",0,0,0,0,0.976338729763387,1,0,0,0,0,0.963713613136591,1
"230","mix6","S26","Poaceae","Poa","Poa pratensis",1,99,99,2,0.49,4,"mix6_S26",0.653090768711094,1,0.64282381485629,1,0.987611325269175,1,0.988521739130435,1,0.951207379940309,1,0.959097258599616,1
"231","mix6","S26","Poaceae","Zea","Zea mays",1,99,99,2,0.51,4,"mix6_S26",0,0,0,0,0.987611325269175,1,0,0,0.00135660667450484,1,0.959097258599616,1
"232","mix6","S27","Poaceae","Poa","Poa pratensis",1,99,99,2,0.49,4,"mix6_S27",0.652876327921427,1,0.640454211888301,1,0.984766096100544,1,0.984631222884036,1,0.945292910873034,1,0.954214056576261,1
"233","mix6","S27","Poaceae","Zea","Zea mays",1,99,99,2,0.51,4,"mix6_S27",0,0,0,0,0.984766096100544,1,0.00264725347452019,1,0.00258339031988451,1,0.954214056576261,1
"234","mix7","S28","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,2,0.59,4,"mix7_S28",0,0,0,0,0.0920043074438013,1,0,0,0.995514186385556,1,0.99563652230828,1
"235","mix7","S28","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.41,4,"mix7_S28",1,1,1,1,0.903957463992462,1,0.030188679245283,1,0.00448581361444432,1,0.0043634776917203,1
"236","mix7","S29","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,2,0.59,4,"mix7_S29",0,0,0,0,0.096412653078887,1,0,0,1,1,1,1
"237","mix7","S29","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.41,4,"mix7_S29",0.991983576107146,1,0.986870258704532,1,0.897961833052058,1,0,0,0,0,0,0
"238","mix7","S30","Asteraceae","Artemisia","Artemisia tridentata",1,99,99,2,0.59,4,"mix7_S30",0,0,0,0,0.0706847402408517,1,0,0,0.993819530284302,1,0.99399279134962,1
"239","mix7","S30","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.41,4,"mix7_S30",1,1,1,1,0.925882832043749,1,0.041558921315109,1,0.00618046971569839,1,0.00600720865038046,1
"240","mix8","S31","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.54,4,"mix8_S31",0.24512987012987,1,0.237545883586786,1,0.380083137538406,1,0,0,0,0,0,0
"241","mix8","S31","Poaceae","Poa","Poa pratensis",1,99,99,2,0.46,4,"mix8_S31",0.75487012987013,1,0.731515469323545,1,0.609253569492138,1,1,1,0.932978723404255,1,0.937685459940653,1
"242","mix8","S32","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.54,4,"mix8_S32",0.527802706680547,1,0.514001048767698,1,0.498886469984736,1,0.0162085062240664,1,0.0088999644001424,1,0.00852020993797287,1
"243","mix8","S32","Poaceae","Poa","Poa pratensis",1,99,99,2,0.46,4,"mix8_S32",0.470546002800014,1,0.466596748820136,1,0.485699271826439,1,0.973288381742739,1,0.960982556069776,1,0.965442028491582,1
"244","mix8","S33","Moraceae","Broussonetia","Broussonetia papyrifera",1,99,99,2,0.54,4,"mix8_S33",0.52513996267662,1,0.508230558852366,1,0.502646694447573,1,0.0197177251971773,1,0.0107320379575237,1,0.0103745768264716,1
"245","mix8","S33","Poaceae","Poa","Poa pratensis",1,99,99,2,0.46,4,"mix8_S33",0.472140762463343,1,0.46534908922029,1,0.475729248789278,1,0.980282274802823,1,0.968820605512878,1,0.969859124167304,1
"246","mix9","S34","Moraceae","Broussonetia","Broussonetia papyrifera",2,99,99,2,0.15,1,"mix9_S34",0.248726262158407,1,0.238269550748752,1,0.236430580837332,1,0.00624159784904936,1,0.00326354370638148,1,0.00315182078262134,1
"247","mix9","S34","Poaceae","Poa","Poa pratensis",2,99,99,2,0.85,1,"mix9_S34",0.748436776285317,1,0.730227398779811,1,0.740071156710243,1,0.98434799308623,1,0.956770597981624,1,0.963487368472094,1
"248","mix9","S35","Moraceae","Broussonetia","Broussonetia papyrifera",2,99,99,2,0.15,1,"mix9_S35",0.245998684499013,1,0.235338535112006,1,0.233052913923433,1,0.00632968622841125,1,0.00337268128161889,1,0.00324209161224584,1
"249","mix9","S35","Poaceae","Poa","Poa pratensis",2,99,99,2,0.85,1,"mix9_S35",0.751370313527735,1,0.731143552311436,1,0.742593269934162,1,0.981372637670676,1,0.956058781016622,1,0.962252790514566,1
"250","mix9","S36","Moraceae","Broussonetia","Broussonetia papyrifera",2,99,99,2,0.15,1,"mix9_S36",0.229126213592233,1,0.229126213592233,1,0.231301939058172,1,0.00675944333996024,1,0.00378240071198131,1,0.00366063738156761,1
"251","mix9","S36","Poaceae","Poa","Poa pratensis",2,99,99,2,0.85,1,"mix9_S36",0.770873786407767,1,0.770873786407767,1,0.768698060941828,1,0.987475149105368,1,0.959283568806319,1,0.964039621016365,1
"252","P.del","S2","Salicaceae","Populus","Populus deltoides",99,99,99,1,1,0,"P.del_S2",1,1,1,1,1,1,0.570172651202203,1,0.924632525044471,1,1,1
"253","P.pra","S8","Poaceae","Poa","Poa pratensis",99,99,99,1,1,0,"P.pra_S8",0.991847174486452,1,0.918249981800976,1,0.948419988976667,1,0.98338808071328,1,0.933793536240979,1,0.943990550251009,1
"254","P.tre","S1","Salicaceae","Populus","Populus tremuloides",99,99,99,1,1,0,"P.tre_S1",0.0328947368421053,1,1,1,1,1,0.416804407713499,1,1,1,1,1
"255","Z.mays","S9","Poaceae","Zea","Zea mays",99,99,99,1,1,0,"Z.mays_S9",0,0,0,0,0.993205636062779,1,0.0140550807217474,1,0.0390040048755006,1,0.0346921968293185,1
